coin,current_price,1h,price_change_percentage_24h,7d,total_volume,market_cap,date,liquidity_ratio,volatility_range,price_change_ratio,cap_per_supply,liquidity_level
Hydra,8.93,0.005,-0.089,-0.004,444955.0,103576699.0,2022-03-16,0.0042958986364298015,0,-0.009966405375139977,0,Low
TomoChain,1.17,0.02,0.046,0.039,5201034.0,103142455.0,2022-03-16,0.050425734000611094,0,0.039316239316239315,0,Medium
Pylon Protocol,0.053553941991,0.011,0.046,0.093,1026416.0,102790559.0,2022-03-16,0.009985508494024242,0,0.8589470408682618,0,Low
Ellipsis,0.164725,0.0139999999999999,0.036,0.042,8159278.0,102630468.0,2022-03-16,0.07950151800925238,0,0.2185460616178479,0,High
Venus,8.52,0.017,0.0069999999999999,-0.011,7769662.0,102446263.0,2022-03-16,0.07584134132838014,0,0.0008215962441314438,0,High
Railgun,1.78,0.013,0.0559999999999999,-0.0409999999999999,448935.0,102343090.0,2022-03-16,0.004386568746360893,0,0.03146067415730331,0,Low
Seedify.fund,4.33,0.016,0.033,-0.161,3442729.0,102337446.0,2022-03-16,0.03364095093793918,0,0.007621247113163972,0,Medium
Hermez Network,6.09,0.009,0.003,0.0139999999999999,105821.0,102164945.0,2022-03-16,0.001035785806961478,0,0.0004926108374384237,0,Low
Alpine F1 Team Fan Token,8.76,0.003,0.049,1.7180000000000002,153521893.0,99922202.0,2022-03-16,1.5364142295422993,0,0.005593607305936074,0,High
ICHI,22.69,0.023,0.049,0.133,910181.0,99403281.0,2022-03-16,0.009156448266531565,0,0.002159541648303217,0,Low
JasmyCoin,0.021231711358,0.005,0.253,0.913,480261670.0,99367227.0,2022-03-16,4.833199883901359,0,11.916137881399319,0,High
CRYPTO20,2.94,0.006,-0.047,-0.011,53097.41,98979226.0,2022-03-16,0.0005364500425574151,0,-0.01598639455782313,0,Low
Decentral Games Governance,0.32163,0.01,0.013,0.002,121569.0,98858963.0,2022-03-16,0.001229721578204295,0,0.04041911513229487,0,Low
Metal,1.52,0.024,0.0289999999999999,-0.0069999999999999,12492929.0,98095635.0,2022-03-16,0.12735458616481762,0,0.019078947368420987,0,High
Wilder World,1.17,0.065,-0.002,-0.127,4735954.0,97124495.0,2022-03-16,0.04876168468108895,0,-0.0017094017094017096,0,Medium
Wrapped Centrifuge,0.486023,0.004,0.021,-0.008,1702240.0,97035126.0,2022-03-16,0.017542513419315807,0,0.043207831728128095,0,Medium
Bitcoin Diamond,0.515751,0.008,0.025,-0.016,823683.0,96592411.0,2022-03-16,0.008527409052870624,0,0.04847300344546109,0,Low
sUSD,0.995877,-0.001,0.001,-0.002,8450530.0,95584478.0,2022-03-16,0.08840901971552327,0,0.0010041400695065756,0,High
sETH,2732.47,0.025,0.034,0.065,5049393.0,95094991.0,2022-03-16,0.053098411881652104,0,1.2442954542959302e-05,0,Medium
Bounce,13.1,0.016,0.018,0.027,1741028.0,94296802.0,2022-03-16,0.018463277259392105,0,0.0013740458015267176,0,Medium
Augur,13.43,0.019,0.02,-0.015,7904878.0,93213520.0,2022-03-16,0.08480398551626417,0,0.0014892032762472078,0,High
Verasity,0.020985885492,0.048,0.0559999999999999,0.009,58902495.0,92248152.0,2022-03-16,0.6385222221037014,0,2.668460190605137,0,High
Neutrino System Base Token,36.47,0.0139999999999999,0.09,0.349,365249.0,92043237.0,2022-03-16,0.003968232886029421,0,0.0024677817384151355,0,Low
Platypus Finance,4.82,0.045,-0.049,-0.153,2928863.0,91532885.0,2022-03-16,0.03199793167231646,0,-0.01016597510373444,0,Medium
Ampleforth,1.12,0.019,0.146,0.235,9846521.0,91484573.0,2022-03-16,0.10763039796884662,0,0.13035714285714284,0,High
Wanchain,0.473501,0.018,0.01,-0.024,7300330.0,91110234.0,2022-03-16,0.08012634453337042,0,0.021119279579134998,0,High
IDEX,0.142817,0.013,-0.002,-0.018,22972045.0,90978713.0,2022-03-16,0.2524991203161997,0,-0.01400393510576472,0,High
Dopex Rebate Token,101.45,0.0559999999999999,0.04,0.113,3498225.0,90554011.0,2022-03-16,0.038631364435088356,0,0.00039428289797930016,0,Medium
Everipedia,0.009006140462,0.0069999999999999,0.031,0.022,3388475.0,89718345.0,2022-03-16,0.037767916918217785,0,3.4420959933724826,0,Medium
ZoidPay,0.309582,0.037,0.049,0.32,200162.0,89683955.0,2022-03-16,0.002231859645351278,0,0.15827793605571383,0,Low
Electroneum,0.005086662997,0.017,0.026,-0.017,176858.0,89440714.0,2022-03-16,0.001977376880063815,0,5.111406046623142,0,Low
KeeperDAO,108.14,0.005,0.022,-0.001,420336.0,87457228.0,2022-03-16,0.004806189375222366,0,0.0002034399852043647,0,Low
cUNI,0.177688,0.001,0.008,0.0,818771.0,86960205.0,2022-03-16,0.009415467684327562,0,0.04502273648192337,0,Low
Dvision Network,0.348705,0.011,0.045,-0.1689999999999999,893982.0,85948342.0,2022-03-16,0.010401387382202207,0,0.1290489095367144,0,Low
AllianceBlock,0.222035,0.025,0.075,0.046,594392.0,85612394.0,2022-03-16,0.006942826525794851,0,0.3377845835116085,0,Low
Bonfida,1.61,0.02,0.0069999999999999,-0.114,4391814.0,85251644.0,2022-03-16,0.05151588630947692,0,0.004347826086956459,0,Medium
Adventure Gold,1.1,-0.002,0.1889999999999999,0.098,57235927.0,85075417.0,2022-03-16,0.6727669286651866,0,0.1718181818181817,0,High
Avalaunch,3.78,0.0289999999999999,0.032,-0.022,709787.0,84389747.0,2022-03-16,0.008410820333422732,0,0.008465608465608466,0,Low
HUNT,0.769839,0.005,0.044,-0.032,72974143.0,83873286.0,2022-03-16,0.870052271470561,0,0.0571548076935567,0,High
Automata,0.367835,0.031,0.0409999999999999,0.035,10518480.0,83514063.0,2022-03-16,0.125948608200274,0,0.11146302010412248,0,High
Banana,18.71,0.016,-0.141,0.708,550846.0,83416764.0,2022-03-16,0.00660354074631809,0,-0.007536076964190271,0,Low
chrono.tech,118.16,0.023,0.036,-0.147,295233.0,83232136.0,2022-03-16,0.003547103488969693,0,0.0003046716316858497,0,Low
Celo Dollar,0.999208,0.003,0.005,0.001,770929.0,82951206.0,2022-03-16,0.009293764818802031,0,0.005003963138805935,0,Low
CertiK,1.18,0.016,0.04,0.04,7896532.0,82919242.0,2022-03-16,0.09523159895745309,0,0.03389830508474576,0,High
Adshares,3.46,0.0139999999999999,0.063,0.3289999999999999,1223986.0,82839334.0,2022-03-16,0.014775420574965028,0,0.018208092485549134,0,Low
DFI.money,2051.79,0.022,0.086,0.104,16874472.0,81618922.0,2022-03-16,0.20674705799226312,0,4.1914620892001616e-05,0,High
Gains Farm,2267.65,0.013,0.033,0.036,133497.0,81067367.0,2022-03-16,0.0016467415304113676,0,1.4552510308028135e-05,0,Low
Gitcoin,5.67,0.04,0.06,-0.005,13047215.0,80324424.0,2022-03-16,0.16243147912271366,0,0.010582010582010581,0,High
Biswap,0.357696,0.019,0.042,0.149,5174312.0,80023062.0,2022-03-16,0.06466026006353019,0,0.11741814278046163,0,High
Clover Finance,0.305749,0.02,0.01,-0.016,8210647.0,79586374.0,2022-03-16,0.10316649179167278,0,0.03270656649735568,0,High
SafePal,0.733022,0.027,0.023,-0.039,14792090.0,78755589.0,2022-03-16,0.18782273344435277,0,0.03137695730823904,0,High
Enzyme,53.93,0.02,0.02,0.046,7197240.0,78254927.0,2022-03-16,0.09197171700128223,0,0.0003708511032820323,0,High
Crabada,0.908045,0.047,0.106,0.031,2532869.0,78203679.0,2022-03-16,0.032388105424042773,0,0.1167343028153891,0,Medium
Covalent,0.308264,0.022,-0.039,-0.147,4464667.0,78070115.0,2022-03-16,0.05718791371064331,0,-0.12651493525030494,0,Medium
Aergo,0.216541,0.011,0.003,-0.14,8958942.0,78030243.0,2022-03-16,0.11481371395959897,0,0.013854189275933888,0,High
Nerve Finance,0.01746492327,0.001,-0.0279999999999999,-0.087,37129.53,77747624.0,2022-03-16,0.0004775648192155686,0,-1.6032134563165419,0,Low
Swarm,1.2,0.013,0.049,-0.008,1500542.0,77516525.0,2022-03-16,0.019357704695869688,0,0.04083333333333334,0,Medium
BENQI,0.049616183289,0.036,0.011,-0.023,9851172.0,77090931.0,2022-03-16,0.12778639292863125,0,0.22170185755579308,0,High
Somnium Space CUBEs,5.9,0.024,0.055,0.114,223101.0,76435550.0,2022-03-16,0.002918811992587219,0,0.009322033898305083,0,Low
Rai Reflex Index,3.03,0.001,-0.001,0.003,1012855.0,76393616.0,2022-03-16,0.013258372270269285,0,-0.00033003300330033004,0,Low
PEAKDEFI,0.056409521696,0.004,0.0069999999999999,-0.175,51980.14,76293156.0,2022-03-16,0.0006813211397363087,0,0.12409252533152167,0,Low
Propy,1.31,0.021,-0.039,-0.1889999999999999,1379488.0,76264908.0,2022-03-16,0.018088109409376066,0,-0.029770992366412213,0,Medium
Aurory,8.02,0.006,0.002,-0.008,1527291.0,76264310.0,2022-03-16,0.020026287525580444,0,0.0002493765586034913,0,Medium
mStable USD,0.999331,0.001,0.003,-0.0,207110.0,75247445.0,2022-03-16,0.0027523858119036467,0,0.0030020083435818566,0,Low
bZx Protocol,0.177963,0.022,0.427,0.48,16.65,74186632.0,2022-03-16,2.2443396540767613e-07,0,2.3993751510145365,0,Low
ShapeShift FOX Token,0.273188,0.0139999999999999,0.001,-0.005,593740.0,73980085.0,2022-03-16,0.008025673395752385,0,0.003660482890902968,0,Low
SingularityNET,0.084142124159,0.026,-0.003,-0.036,868150.0,73918145.0,2022-03-16,0.01174474819410038,0,-0.0356539608428594,0,Low
Handshake,0.156275,0.019,-0.054,-0.108,197146.0,73747459.0,2022-03-16,0.0026732582067675037,0,-0.3455447128459446,0,Low
Kin,4.1143641e-05,-0.022,0.094,-0.008,1152459.0,73595419.0,2022-03-16,0.015659384995144875,0,2284.6786943333477,0,Low
RIZON,0.035663494252,0.046,0.023,-0.016,331202.0,72989274.0,2022-03-16,0.004537680426852855,0,0.6449171760198502,0,Low
Vader Protocol,0.014381539264,-0.039,-0.096,-0.337,1480880.0,72963217.0,2022-03-16,0.020296254207102737,0,-6.6752242745189365,0,Medium
DeFi Pulse Index,155.37,0.0289999999999999,0.042,0.054,207236.0,72755648.0,2022-03-16,0.002848383674625508,0,0.0002703224560726009,0,Low
Sovryn,3.43,0.006,-0.0069999999999999,-0.071,406765.0,72604865.0,2022-03-16,0.005602448265691287,0,-0.002040816326530583,0,Low
Badger DAO,7.32,0.024,0.027,-0.006,4125819.0,72581913.0,2022-03-16,0.05684362438890251,0,0.003688524590163934,0,Medium
TempleDAO,0.666697,0.021,-0.003,-0.025,1492924.0,71996496.0,2022-03-16,0.02073606471070481,0,-0.004499795259315702,0,Medium
Wrapped NXM,26.65,0.027,0.024,0.005,3964149.0,70945266.0,2022-03-16,0.05587615951711281,0,0.0009005628517823641,0,Medium
Hifi Finance,0.00755611809,0.011,-0.054,0.052,58152200.0,70736052.0,2022-03-16,0.8221012956731032,0,-7.146526742543273,0,High
Dock,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16,0.046003449360881986,0,-0.059737963876712145,0,Medium
Sifchain,0.091107956047,0.026,-0.024,-0.023,3841586.0,70322023.0,2022-03-16,0.054628490992075125,0,-0.26342375618238084,0,Medium
Retreeb,0.225841,0.035,0.1369999999999999,0.07,905540.0,70125336.0,2022-03-16,0.012913164508759003,0,0.606621472628973,0,Low
Presearch,0.179852,0.022,-0.042,0.0,598873.0,70111160.0,2022-03-16,0.00854176424979989,0,-0.2335253430598492,0,Low
PlatonCoin,0.640304,-0.001,0.019,0.126,280435.0,69590558.0,2022-03-16,0.004029785190111566,0,0.029673405132562034,0,Low
Aave [OLD],1.36,0.026,0.08,0.038,5128.17,69502548.0,2022-03-16,7.378391364874853e-05,0,0.058823529411764705,0,Low
ShareToken,0.007189378251,0.013,-0.046,-0.138,221837.0,69453171.0,2022-03-16,0.0031940514278318553,0,-6.398327976915343,0,Low
Circuits of Value,0.038262750519,-0.001,0.035,-0.038,601191.0,69008937.0,2022-03-16,0.008711784677975839,0,0.9147277580742705,0,Low
Travala.com,1.33,0.018,0.021,0.051,3953320.0,68723455.0,2022-03-16,0.05752504730735671,0,0.015789473684210527,0,Medium
Redacted Cartel,114.27,0.009,0.004,-0.204,580990.0,68675140.0,2022-03-16,0.008459975472929506,0,3.500481316180975e-05,0,Low
IRISnet,0.05572426797,0.022,-0.008,-0.027,6277598.0,68613799.0,2022-03-16,0.09149177121062776,0,-0.14356402141176483,0,High
ChainX,1.77,0.054,0.172,0.078,445046.0,68530128.0,2022-03-16,0.0064941656026091185,0,0.09717514124293784,0,Low
Index Coop - ETH 2x Flexible Leverage Index,66.16,0.049,0.06,0.119,2344685.0,68519516.0,2022-03-16,0.03421922886904222,0,0.0009068923821039903,0,Medium
cVault.finance,6768.4,0.016,0.031,0.004,295513.0,68514733.0,2022-03-16,0.004313130724744998,0,4.580107558654926e-06,0,Low
ThunderCore,0.007869637878,0.006,-0.003,0.018,13601229.0,67862398.0,2022-03-16,0.20042364255975748,0,-0.38121194983909784,0,High
OpenDAO,1.708294e-06,0.03,0.053,-0.09,14382323.0,67555662.0,2022-03-16,0.21289589316732624,0,31025.1045780176,0,High
Carry,0.007639549275,0.0139999999999999,-0.023,-0.001,15140717.0,66948840.0,2022-03-16,0.2261535375370208,0,-3.010648818676544,0,High
ARPA Chain,0.068515692234,0.0279999999999999,0.026,-0.008,14838311.0,66892485.0,2022-03-16,0.22182328852037714,0,0.379475112229806,0,High
GuildFi,1.54,0.005,0.0069999999999999,0.0409999999999999,7298293.0,66370610.0,2022-03-16,0.10996272295824915,0,0.004545454545454481,0,High
EverRise,0.000950733762,0.013,0.081,0.03,423218.0,66340451.0,2022-03-16,0.006379486325771285,0,85.19735307348851,0,Low
SuperRare,0.458127,0.018,0.0289999999999999,0.0289999999999999,16421385.0,66264262.0,2022-03-16,0.24781661342580108,0,0.06330122433299042,0,High
Oxygen,0.325739,0.015,0.001,0.084,464624.0,65770433.0,2022-03-16,0.007064329346896652,0,0.0030699424999769756,0,Low
Bitcoin,40851.38,0.001,0.0,-0.027,20476118020.0,776077432316.0,2022-03-17,0.026384117315323013,0,0.0,0,Medium
Ethereum,2824.42,0.004,0.0289999999999999,0.034,13640408875.0,339077214308.0,2022-03-17,0.04022803154979847,0,1.0267594762818526e-05,0,Medium
Tether,1.0,-0.0,0.0,0.0,44131404071.0,80205879149.0,2022-03-17,0.5502265487174106,0,0.0,0,High
BNB,389.61,0.002,0.016,-0.01,1425353937.0,65561157431.0,2022-03-17,0.02174082936989203,0,4.10667077333744e-05,0,Medium
USD Coin,0.999739,-0.001,0.0,-0.0,3569816487.0,52596068421.0,2022-03-17,0.06787230669839728,0,0.0,0,High
XRP,0.796926,0.006,0.016,0.038,3642947060.0,38342363497.0,2022-03-17,0.09501101986801187,0,0.02007714643517717,0,High
Terra,87.64,-0.0,-0.02,-0.118,1555363904.0,32256574723.0,2022-03-17,0.04821850792765589,0,-0.00022820629849383843,0,Medium
Solana,90.62,0.016,0.0579999999999999,0.0279999999999999,1921988835.0,29270600684.0,2022-03-17,0.06566277391261753,0,0.0006400353122930909,0,High
Cardano,0.838396,0.002,0.018,-0.013,784436216.0,26891734979.0,2022-03-17,0.029170160148185804,0,0.02146956808000038,0,Medium
Avalanche,79.78,0.002,0.083,0.027,1386901493.0,21282040395.0,2022-03-17,0.065167693851659,0,0.0010403609927300075,0,High
Polkadot,18.88,0.001,0.02,0.0559999999999999,665211395.0,20667608398.0,2022-03-17,0.03218618149666375,0,0.001059322033898305,0,Medium
Binance USD,0.999538,-0.001,-0.002,-0.001,3713594658.0,17812484632.0,2022-03-17,0.20848268698733663,0,-0.0020009244270853136,0,High
Dogecoin,0.11685,0.001,0.011,-0.038,364002532.0,15509604862.0,2022-03-17,0.023469491017907275,0,0.09413778348309798,0,Medium
TerraUSD,1.0,-0.0,-0.001,0.002,566868455.0,15173316373.0,2022-03-17,0.0373595620802258,0,-0.001,0,Medium
Shiba Inu,2.2354322e-05,-0.002,-0.002,-0.063,435900196.0,12283647613.0,2022-03-17,0.03548621791614074,0,-89.46815743282217,0,Medium
Wrapped Bitcoin,40815.68,-0.001,0.0,-0.0279999999999999,257062192.0,11140930359.0,2022-03-17,0.02307367371633707,0,0.0,0,Medium
Cronos,0.40337,-0.001,0.004,-0.013,64923668.0,10212443722.0,2022-03-17,0.006357309745574332,0,0.00991645387609391,0,Low
Polygon,1.46,0.009,0.012,-0.031,584477121.0,10031137796.0,2022-03-17,0.0582662837343402,0,0.008219178082191782,0,Medium
Dai,1.0,0.0,0.001,0.0,233460109.0,9445061382.0,2022-03-17,0.02471769103003591,0,0.001,0,Medium
Cosmos Hub,28.48,0.005,-0.012,-0.053,504577854.0,8263048473.0,2022-03-17,0.06106437057082964,0,-0.0004213483146067416,0,Medium
Litecoin,110.64,-0.002,0.011,0.037,541046078.0,7733039423.0,2022-03-17,0.06996551399838893,0,9.942154736080983e-05,0,High
Lido Staked Ether,2824.49,0.005,0.03,0.035,6987747.0,7293486788.0,2022-03-17,0.0009580804357522064,0,1.0621386515795773e-05,0,Low
Near,10.9,0.003,0.026,-0.063,392643350.0,7152121268.0,2022-03-17,0.05489886640440001,0,0.002385321100917431,0,Medium
Chainlink,14.54,0.003,0.009,0.037,555565709.0,6790110728.0,2022-03-17,0.08181983052338819,0,0.0006189821182943603,0,High
TRON,0.060963260767,0.001,0.004,0.002,431830570.0,6203344202.0,2022-03-17,0.0696125438051261,0,0.06561328822760804,0,High
FTX Token,43.02,0.001,0.016,0.004,63018114.0,5917599044.0,2022-03-17,0.010649270680800117,0,0.0003719200371920037,0,Low
LEO Token,6.23,0.004,0.044,0.068,1071771.0,5840393387.0,2022-03-17,0.00018351007012398017,0,0.007062600321027287,0,Low
Bitcoin Cash,297.65,0.002,0.006,-0.035,1192569491.0,5652413614.0,2022-03-17,0.2109841162448237,0,2.0157903578027888e-05,0,High
OKB,19.98,0.001,0.049,0.075,170494374.0,5198998452.0,2022-03-17,0.03279369585778826,0,0.0024524524524524526,0,Medium
Algorand,0.755697,0.013,0.034,-0.017,138333415.0,5010872275.0,2022-03-17,0.027606653574102524,0,0.044991577312070846,0,Medium
Stellar,0.190708,0.003,0.021,0.009,202509305.0,4685689241.0,2022-03-17,0.04321868023769782,0,0.11011598884157982,0,Medium
Uniswap,9.22,0.002,0.02,0.003,158548328.0,4212948930.0,2022-03-17,0.0376335746372316,0,0.0021691973969631237,0,Medium
Hedera,0.206426,0.001,0.031,-0.031,50736623.0,4083726959.0,2022-03-17,0.012424097768873387,0,0.1501748810711829,0,Low
Axie Infinity,50.9,0.006,0.01,0.044,229754416.0,3771229668.0,2022-03-17,0.06092294456355555,0,0.00019646365422396858,0,Medium
Decentraland,2.45,0.002,0.01,-0.019,385577318.0,3706590158.0,2022-03-17,0.1040248048918496,0,0.004081632653061224,0,High
The Sandbox,3.21,0.004,0.042,0.083,1054426538.0,3671953183.0,2022-03-17,0.2871568577948288,0,0.013084112149532711,0,High
Internet Computer,16.83,0.003,0.034,-0.037,139063958.0,3629124742.0,2022-03-17,0.038318869668657975,0,0.0020202020202020206,0,Medium
Ethereum Classic,27.11,0.004,0.006,-0.036,254873416.0,3623500485.0,2022-03-17,0.07033900424605573,0,0.0002213205459240133,0,High
Elrond,159.18,-0.003,-0.02,0.121,163087133.0,3510358610.0,2022-03-17,0.046458824045899974,0,-0.00012564392511622062,0,Medium
Monero,187.35,0.003,-0.01,-0.0069999999999999,162222710.0,3388734398.0,2022-03-17,0.047871178719625346,0,-5.337603416066187e-05,0,Medium
cETH,56.52,0.001,0.052,0.037,4709.81,3354874341.0,2022-03-17,1.403870762741036e-06,0,0.0009200283085633403,0,Low
VeChain,0.048673709569,0.004,0.016,0.002,226027621.0,3250000117.0,2022-03-17,0.06954695780400183,0,0.32871955192398783,0,High
Filecoin,17.67,0.002,0.024,-0.062,194035869.0,3150729995.0,2022-03-17,0.061584416724988204,0,0.001358234295415959,0,Medium
Fantom,1.22,-0.003,0.001,-0.107,662240690.0,3103751456.0,2022-03-17,0.21336782258121637,0,0.000819672131147541,0,High
Klaytn,1.1,0.004,-0.002,-0.032,40036524.0,3037372912.0,2022-03-17,0.013181300143233779,0,-0.0018181818181818182,0,Low
Osmosis,9.33,0.002,-0.0069999999999999,-0.077,61428078.0,3010426563.0,2022-03-17,0.020405107619959572,0,-0.0007502679528402894,0,Medium
Waves,28.78,0.003,0.0069999999999999,0.008,728914468.0,2875764773.0,2022-03-17,0.2534680426033579,0,0.0002432244614315462,0,High
Frax,0.999541,0.001,-0.0,-0.001,15926230.0,2873694989.0,2022-03-17,0.005542073901705927,0,-0.0,0,Low
Theta Network,2.87,0.003,0.019,-0.065,102779208.0,2860648763.0,2022-03-17,0.03592863595466858,0,0.006620209059233449,0,Medium
Magic Internet Money,0.998598,0.001,0.001,-0.002,57656794.0,2782892167.0,2022-03-17,0.02071829971843821,0,0.0010014039683636459,0,Medium
Tezos,3.1,0.003,0.017,-0.027,74557601.0,2726280216.0,2022-03-17,0.027347739444550184,0,0.005483870967741936,0,Medium
The Graph,0.4138,0.012,-0.06,0.193,215095821.0,2557806263.0,2022-03-17,0.08409386751118453,0,-0.14499758337361043,0,High
cUSDC,0.022557565168,0.002,0.001,0.001,1167.72,2466484503.0,2022-03-17,4.734349632360127e-07,0,0.044331025647155964,0,Low
THORChain,8.08,0.006,0.1159999999999999,0.4639999999999999,384542700.0,2430711865.0,2022-03-17,0.15820167973714153,0,0.014356435643564343,0,High
Helium,22.94,0.004,0.057,0.057,21484397.0,2312307759.0,2022-03-17,0.009291322453240965,0,0.0024847428073234523,0,Low
EOS,2.09,0.006,0.012,0.009,228300347.0,2061422334.0,2022-03-17,0.11074894418020796,0,0.005741626794258374,0,High
Flow,5.72,0.01,0.052,-0.053,118680955.0,2031100138.0,2022-03-17,0.058431858075133465,0,0.00909090909090909,0,Medium
Aave,147.18,0.0069999999999999,0.071,0.153,406722278.0,2009385126.0,2022-03-17,0.2024113111704202,0,0.00048240250033972,0,High
IOTA,0.714113,-0.0,0.003,-0.033,23553216.0,1985719860.0,2022-03-17,0.011861298501592264,0,0.004201015805621799,0,Low
ECOMI,0.003390695541,0.001,-0.0069999999999999,-0.253,3682195.0,1972387319.0,2022-03-17,0.0018668721728888787,0,-2.064473178248091,0,Low
cDAI,0.021937899212,0.0,0.001,0.001,187.54,1928856560.0,2022-03-17,9.722858811232702e-08,0,0.045583216074445335,0,Low
Theta Fuel,0.164365,0.005,0.012,0.025,15319348.0,1886178774.0,2022-03-17,0.0081218960849148,0,0.07300824384753445,0,Low
Maker,2079.04,0.008,0.052,0.087,96980207.0,1874509741.0,2022-03-17,0.05173630463411926,0,2.501154378944128e-05,0,Medium
Zcash,152.32,0.0,0.023,0.076,357248948.0,1862253242.0,2022-03-17,0.1918369317034058,0,0.00015099789915966387,0,High
PancakeSwap,6.51,0.002,0.172,0.043,449533416.0,1806774957.0,2022-03-17,0.24880432079178968,0,0.026420890937019968,0,High
JUNO,39.16,0.003,0.021,-0.071,8314477.0,1786829872.0,2022-03-17,0.004653200134097602,0,0.0005362614913176711,0,Low
Gala,0.230194,-0.001,0.01,-0.0139999999999999,598834885.0,1738051630.0,2022-03-17,0.3445437837770101,0,0.04344161880848328,0,High
BitTorrent,1.826877e-06,0.002,0.009,-0.017,72096087.0,1685671515.0,2022-03-17,0.04276995034824445,0,4926.440039477206,0,Medium
Arweave,33.62,0.016,0.034,-0.107,39217699.0,1683869236.0,2022-03-17,0.023290228339322188,0,0.001011302795954789,0,Medium
Huobi BTC,40909.07,-0.001,-0.008,-0.027,2193840.0,1631618698.0,2022-03-17,0.0013445788545382311,0,-1.9555565550622392e-07,0,Low
Harmony,0.13101,0.0069999999999999,0.027,-0.035,66326965.0,1548715682.0,2022-03-17,0.04282707650660956,0,0.20609113808106252,0,Medium
Quant,114.66,0.005,0.018,-0.035,21373345.0,1538860559.0,2022-03-17,0.013889071933774866,0,0.00015698587127158556,0,Low
eCash,7.9780188e-05,-0.002,0.0069999999999999,0.046,23608652.0,1517444421.0,2022-03-17,0.01555816586972051,0,87.7410817833608,0,Low
Bitcoin SV,78.09,0.002,0.013,-0.065,82946701.0,1484128146.0,2022-03-17,0.055889177240898445,0,0.00016647458061211422,0,Medium
NEO,20.65,0.001,0.026,-0.03,131240437.0,1456710686.0,2022-03-17,0.09009368727868315,0,0.0012590799031476998,0,High
Huobi Token,9.11,0.0,0.013,-0.001,29386478.0,1418233628.0,2022-03-17,0.020720477515006434,0,0.0014270032930845226,0,Medium
TrueUSD,1.0,0.0,-0.0,-0.001,96692815.0,1413028225.0,2022-03-17,0.06842950005474943,0,-0.0,0,High
Xido Finance,48.68,0.047,0.5770000000000001,1.357,1489749.0,1388958494.0,2022-03-17,0.0010725655276492374,0,0.011852917009038622,0,Low
Celsius Network,3.27,0.001,0.03,0.0559999999999999,3708538.0,1388056538.0,2022-03-17,0.0026717485192235017,0,0.009174311926605503,0,Low
KuCoin Token,18.19,-0.006,-0.011,-0.032,8987570.0,1385861365.0,2022-03-17,0.006485186921997786,0,-0.0006047278724573941,0,Low
Enjin Coin,1.42,0.004,0.017,0.021,113142084.0,1330338268.0,2022-03-17,0.08504760535085201,0,0.011971830985915494,0,High
Stacks,1.26,0.004,0.001,0.119,24411447.0,1327159918.0,2022-03-17,0.018393749441128013,0,0.0007936507936507937,0,Medium
Humans.ai,0.041455610624,-0.006,-0.063,-0.5579999999999999,898844.0,1309127902.0,2022-03-17,0.000686597542246869,0,-1.5196977936570846,0,Low
Celo,3.01,-0.025,0.195,0.044,746494395.0,1293158139.0,2022-03-17,0.5772645838793271,0,0.06478405315614619,0,High
Basic Attention Token,0.851143,0.002,0.035,0.241,207580189.0,1275120629.0,2022-03-17,0.16279258940606472,0,0.041121174702723286,0,High
Radix,0.128757,0.02,0.053,0.074,221810.0,1262403652.0,2022-03-17,0.00017570449804117012,0,0.41162810565639146,0,Low
NEXO,2.21,0.006,0.0139999999999999,0.02,5428058.0,1240018250.0,2022-03-17,0.004377401703563637,0,0.006334841628959231,0,Low
Kusama,134.99,0.0069999999999999,0.064,0.0,69995764.0,1211430260.0,2022-03-17,0.057779441632900934,0,0.0004741091932735758,0,Medium
Amp,0.025125131288,-0.002,0.005,-0.033,6754386.0,1207186380.0,2022-03-17,0.005595147619210217,0,0.19900393525060095,0,Low
Chiliz,0.203275,0.018,0.025,0.013,108108608.0,1083816831.0,2022-03-17,0.0997480431266711,0,0.12298610257040954,0,High
Kadena,6.24,0.008,0.003,-0.053,48584887.0,1069867085.0,2022-03-17,0.045412077519891174,0,0.00048076923076923074,0,Medium
Dash,96.91,0.002,-0.0069999999999999,-0.0289999999999999,165410045.0,1029536952.0,2022-03-17,0.1606645052211783,0,-7.223196780517904e-05,0,High
Frax Share,17.71,0.002,-0.01,-0.012,3134769.0,1023317870.0,2022-03-17,0.003063338471749741,0,-0.000564652738565782,0,Low
Convex Finance,18.71,0.006,0.024,0.095,22222451.0,1013012985.0,2022-03-17,0.021936985338840448,0,0.001282736504543025,0,Medium
BitDAO,1.14,0.003,0.012,0.001,42339293.0,1011521016.0,2022-03-17,0.041857057174578764,0,0.010526315789473686,0,Medium
Pax Dollar,0.99955,-0.001,-0.0,-0.001,71689116.0,995452485.0,2022-03-17,0.07201661262616668,0,-0.0,0,High
Synthetix Network Token,4.48,0.001,0.059,-0.06,99940204.0,960919289.0,2022-03-17,0.1040047849429735,0,0.013169642857142855,0,High
GateToken,6.32,-0.004,-0.031,-0.05,6795778.0,959114001.0,2022-03-17,0.007085474711988903,0,-0.004905063291139241,0,Low
Loopring,0.715444,-0.001,0.0069999999999999,-0.033,92431592.0,891618804.0,2022-03-17,0.10366716312546499,0,0.009784134048227255,0,High
